ONE ITS MONTHLY TRAFFIC COUNT SUMMARY
Location, 401-WC - E OF KEELE
Coordinates (X,Y):, 43.7238/-79.47768
Period:, From Sat Jan 01 00:00:00 EST 2011 To Tue Feb 01 00:00:00 EST 2011
Time, 01-Jan-2011, 02-Jan-2011, 03-Jan-2011, 04-Jan-2011, 05-Jan-2011, 06-Jan-2011, 07-Jan-2011, 08-Jan-2011, 09-Jan-2011, 10-Jan-2011, 11-Jan-2011, 12-Jan-2011, 13-Jan-2011, 14-Jan-2011, 15-Jan-2011, 16-Jan-2011, 17-Jan-2011, 18-Jan-2011, 19-Jan-2011, 20-Jan-2011, 21-Jan-2011, 22-Jan-2011, 23-Jan-2011, 24-Jan-2011, 25-Jan-2011, 26-Jan-2011, 27-Jan-2011, 28-Jan-2011, 29-Jan-2011, 30-Jan-2011, 31-Jan-2011, 
00:00, 374, 0, 0, 0, 498, 510, 433, 592, 721, 436, 427, 394, 390, 451, 780, 707, 408, 446, 455, 440, 534, 714, 766, 371, 425, 484, 495, 529, 796, 843, 392, 
00:30, 906, 0, 0, 0, 281, 325, 372, 571, 628, 315, 291, 356, 315, 325, 584, 624, 278, 319, 293, 276, 380, 508, 552, 286, 327, 354, 349, 377, 599, 614, 285, 
01:00, 982, 0, 0, 0, 252, 220, 271, 411, 485, 217, 205, 200, 251, 248, 432, 496, 201, 242, 234, 257, 269, 424, 486, 225, 206, 241, 279, 327, 444, 523, 233, 
01:30, 830, 0, 0, 0, 213, 217, 258, 346, 408, 199, 181, 203, 241, 266, 328, 479, 182, 217, 210, 218, 253, 354, 415, 167, 183, 203, 207, 221, 345, 449, 204, 
02:00, 707, 0, 0, 0, 189, 178, 225, 284, 403, 168, 205, 185, 219, 181, 350, 354, 183, 189, 198, 214, 247, 327, 386, 175, 152, 187, 188, 241, 352, 390, 187, 
02:30, 548, 0, 0, 0, 157, 193, 191, 257, 341, 175, 170, 198, 198, 219, 333, 384, 176, 172, 179, 174, 228, 290, 366, 168, 194, 191, 205, 221, 318, 380, 172, 
03:00, 484, 0, 0, 0, 186, 168, 199, 259, 379, 160, 169, 138, 146, 180, 262, 363, 162, 161, 196, 187, 236, 300, 360, 162, 173, 181, 180, 217, 329, 350, 189, 
03:30, 411, 0, 0, 0, 183, 200, 230, 255, 356, 173, 199, 201, 206, 229, 295, 342, 201, 202, 223, 219, 246, 284, 321, 185, 205, 191, 178, 225, 261, 337, 193, 
04:00, 392, 0, 0, 0, 193, 228, 233, 238, 272, 203, 216, 205, 204, 237, 243, 265, 215, 188, 215, 224, 256, 229, 249, 209, 193, 203, 227, 210, 249, 284, 227, 
04:30, 319, 0, 0, 0, 271, 286, 274, 251, 240, 313, 302, 288, 336, 334, 240, 222, 301, 326, 333, 333, 383, 238, 228, 318, 307, 317, 319, 346, 253, 246, 336, 
05:00, 264, 0, 0, 0, 529, 494, 489, 221, 215, 533, 482, 366, 476, 436, 271, 220, 492, 527, 499, 509, 438, 275, 211, 539, 535, 548, 534, 541, 290, 240, 563, 
05:30, 261, 0, 0, 0, 857, 959, 817, 341, 252, 962, 936, 815, 972, 933, 365, 298, 975, 940, 951, 921, 875, 395, 263, 943, 947, 1008, 995, 916, 384, 273, 1002, 
06:00, 292, 0, 0, 0, 1272, 1315, 1288, 363, 284, 1363, 1393, 1132, 1405, 1278, 413, 304, 1467, 1488, 1427, 1542, 1294, 542, 331, 1445, 1426, 1473, 1497, 1540, 499, 332, 1515, 
06:30, 289, 0, 0, 0, 1944, 2000, 2073, 531, 407, 2048, 2090, 1696, 1851, 2022, 557, 377, 2009, 2079, 1778, 1995, 1721, 662, 421, 2012, 1976, 2079, 2022, 1950, 742, 465, 2188, 
07:00, 315, 0, 0, 0, 1971, 2011, 1989, 520, 506, 2250, 2129, 1441, 2082, 1986, 661, 501, 2290, 2190, 2273, 2463, 2013, 727, 486, 2410, 2309, 2349, 2427, 2424, 813, 534, 2408, 
07:30, 336, 0, 0, 0, 2727, 2411, 2258, 718, 583, 2664, 2639, 1780, 2528, 1825, 762, 601, 2615, 2463, 2141, 2669, 2286, 1041, 517, 2211, 2494, 2662, 2664, 2645, 1034, 673, 2509, 
08:00, 352, 0, 0, 0, 2715, 2295, 2211, 726, 668, 2663, 2618, 1673, 2295, 2400, 820, 667, 2542, 2653, 2411, 2721, 2343, 1079, 576, 2363, 2526, 2720, 2759, 2686, 1197, 784, 2763, 
08:30, 267, 0, 0, 0, 2122, 2258, 2410, 901, 748, 2385, 2623, 1576, 2608, 2643, 998, 789, 2482, 2594, 2483, 2606, 2349, 1260, 673, 2213, 2440, 2658, 2711, 2490, 1411, 826, 2599, 
09:00, 361, 0, 0, 0, 1900, 1772, 1958, 861, 775, 2069, 1789, 1443, 2240, 2307, 979, 842, 1990, 2022, 2151, 2184, 1981, 1317, 755, 2068, 2099, 2135, 2185, 1992, 1301, 912, 1999, 
09:30, 484, 0, 0, 0, 1486, 1618, 1722, 1014, 1004, 1617, 1611, 1429, 1904, 1940, 947, 1025, 1725, 1751, 1852, 1797, 1898, 1520, 1038, 1703, 1914, 1715, 2007, 1827, 1549, 1215, 1930, 
10:00, 574, 0, 0, 0, 1541, 1381, 1546, 897, 1149, 1338, 1527, 1247, 1649, 1719, 879, 1165, 1773, 1606, 1565, 1534, 1503, 1467, 1110, 1594, 1788, 1728, 1679, 1644, 1567, 1298, 1634, 
10:30, 671, 0, 0, 0, 1433, 1534, 1504, 1247, 1346, 1509, 1651, 1186, 1481, 1790, 1025, 1379, 1483, 1466, 1483, 1629, 1801, 1657, 1259, 1428, 1541, 1604, 1718, 1632, 1631, 1435, 1604, 
11:00, 827, 0, 0, 0, 1565, 1541, 1460, 1244, 1415, 1450, 1518, 1119, 1679, 1676, 962, 1450, 1515, 1623, 1528, 1797, 1774, 1565, 1298, 1542, 1615, 1698, 1730, 1842, 1712, 1545, 1717, 
11:30, 1038, 0, 0, 0, 1672, 1496, 1684, 1346, 1428, 1611, 1764, 1693, 1882, 1856, 1080, 1604, 1521, 1748, 1532, 1748, 1844, 1827, 1551, 1667, 1752, 1794, 1878, 1897, 1854, 1585, 1843, 
12:00, 1119, 0, 0, 355, 1806, 1737, 1643, 1415, 1496, 1590, 1581, 1663, 1662, 1803, 1236, 1673, 1557, 1744, 1700, 1827, 1835, 1962, 1601, 1666, 1761, 1736, 1872, 1951, 2009, 1642, 1817, 
12:30, 1155, 0, 0, 1603, 1722, 1617, 1914, 1581, 1634, 1827, 1819, 1461, 1792, 1959, 1266, 1731, 1701, 1805, 1751, 1922, 2000, 1918, 1681, 1743, 1885, 1882, 1960, 2100, 1979, 1756, 1953, 
13:00, 1279, 0, 0, 1706, 1676, 1828, 1330, 1635, 1701, 1684, 1841, 1461, 1779, 1931, 1543, 1740, 1692, 1815, 1763, 1906, 1970, 1935, 1598, 1818, 1763, 1868, 1897, 2166, 1940, 1798, 1881, 
13:30, 1266, 0, 0, 1674, 1732, 1821, 2005, 1593, 1797, 2043, 1845, 1803, 2012, 2219, 1426, 1814, 1874, 1841, 1971, 1962, 2181, 2060, 1816, 1925, 1740, 1805, 2051, 2351, 2093, 2005, 1955, 
14:00, 1458, 0, 0, 1851, 1995, 1874, 2262, 1630, 1728, 1968, 2100, 1750, 2182, 2098, 1485, 1884, 2016, 2014, 2072, 2323, 2251, 2104, 1839, 2086, 2105, 2169, 2240, 2394, 2089, 1947, 2205, 
14:30, 1423, 0, 0, 2031, 2127, 2262, 2184, 1592, 2033, 2165, 2119, 2075, 2469, 2033, 1488, 1978, 2226, 2238, 2077, 2351, 2416, 2118, 1955, 2405, 2228, 2376, 2405, 2676, 2097, 2041, 2222, 
15:00, 1545, 0, 0, 2336, 2574, 2246, 2288, 1854, 1874, 2334, 2014, 2108, 2289, 2456, 1572, 2055, 2454, 2396, 2581, 2611, 2494, 2096, 1877, 2510, 2435, 2595, 2490, 2652, 2254, 2037, 2640, 
15:30, 1410, 0, 0, 2325, 2288, 2423, 2234, 1855, 2014, 2294, 1009, 2388, 2581, 2570, 1706, 1992, 2379, 2451, 2372, 2641, 2064, 1941, 1940, 2421, 2530, 2671, 1873, 2643, 2206, 2035, 2556, 
16:00, 1510, 0, 0, 2175, 2279, 2228, 2481, 1713, 1838, 1986, 2439, 2085, 2344, 2331, 1651, 1851, 1996, 2173, 2472, 2507, 2251, 1945, 1839, 2137, 2465, 2511, 2531, 2642, 2138, 1992, 2513, 
16:30, 1370, 0, 0, 2545, 2252, 1909, 2322, 1686, 2073, 2328, 2618, 2229, 2385, 2377, 1643, 1819, 1451, 2343, 2412, 2462, 2258, 1948, 1705, 2447, 2479, 2380, 2229, 2584, 2103, 1943, 2691, 
17:00, 1356, 0, 0, 2519, 2593, 1819, 2547, 1759, 1792, 2308, 2308, 2035, 2147, 2099, 1649, 1873, 1122, 2212, 2448, 2390, 2284, 1745, 1813, 2152, 2507, 2454, 2356, 2462, 2020, 1865, 2508, 
17:30, 1256, 0, 0, 2322, 2400, 1688, 2178, 1784, 1736, 2395, 2354, 2153, 2409, 1943, 1665, 1757, 1221, 1889, 2328, 2092, 2415, 1819, 1707, 2169, 2180, 2401, 2566, 2142, 2088, 1763, 2381, 
18:00, 1197, 0, 0, 1947, 1915, 1509, 2206, 1654, 1511, 2303, 2143, 1940, 2294, 1616, 1651, 1605, 2154, 2111, 2204, 2178, 2456, 1758, 1786, 1868, 1993, 2197, 2520, 2239, 2086, 1790, 2188, 
18:30, 1083, 0, 0, 1871, 2105, 1452, 1967, 1619, 1666, 1816, 1909, 1769, 2297, 2441, 1393, 1529, 2370, 1832, 1950, 1863, 2171, 1579, 1625, 1659, 1992, 2013, 2437, 1402, 2003, 1621, 1893, 
19:00, 1251, 0, 0, 1729, 1744, 1338, 1778, 1407, 1372, 1563, 1481, 1402, 1684, 2016, 1355, 1457, 1929, 1576, 1662, 1818, 2131, 1499, 1461, 1329, 1620, 1770, 1851, 2059, 1772, 1510, 1689, 
19:30, 997, 0, 0, 1373, 1423, 909, 1844, 1195, 1239, 1504, 1427, 1506, 1730, 1841, 1181, 1263, 1826, 1407, 1423, 1608, 2003, 1206, 1275, 1294, 1572, 1608, 1736, 1888, 1419, 1373, 1554, 
20:00, 1017, 0, 0, 1290, 1207, 1009, 1499, 1127, 1152, 1258, 1338, 1189, 1431, 1632, 1168, 1254, 1372, 1181, 1400, 1392, 1592, 1228, 1094, 1086, 1395, 1540, 1531, 1682, 1334, 1257, 1420, 
20:30, 908, 0, 0, 1114, 1200, 876, 1252, 1136, 1018, 1143, 1114, 1259, 1482, 1546, 1003, 1101, 1233, 1181, 1326, 1337, 1492, 1114, 1088, 1135, 1263, 1310, 1492, 1573, 1190, 1193, 1319, 
21:00, 956, 0, 0, 1129, 1087, 858, 1334, 1164, 927, 1115, 1166, 1224, 1458, 1382, 1118, 1005, 1231, 1209, 1330, 1286, 1480, 1109, 991, 1111, 1337, 1391, 1449, 1522, 1302, 1110, 1277, 
21:30, 811, 0, 0, 999, 928, 785, 1118, 975, 917, 1091, 1012, 1083, 1304, 1295, 1004, 868, 1101, 1140, 1188, 1220, 1198, 1097, 816, 976, 1212, 1267, 1298, 1297, 1152, 1019, 1133, 
22:00, 685, 0, 0, 855, 878, 718, 1020, 936, 796, 982, 797, 935, 1077, 1228, 886, 833, 922, 888, 1082, 1158, 1070, 1051, 865, 847, 903, 1168, 980, 1213, 1118, 867, 954, 
22:30, 0, 0, 0, 682, 791, 869, 842, 867, 667, 769, 656, 818, 846, 1090, 945, 720, 709, 724, 789, 939, 1008, 1202, 707, 732, 857, 889, 966, 1117, 987, 792, 846, 
23:00, 0, 0, 0, 562, 664, 660, 764, 838, 630, 594, 558, 612, 659, 938, 887, 584, 587, 659, 707, 721, 972, 1013, 610, 579, 648, 729, 799, 989, 963, 592, 790, 
23:30, 0, 0, 0, 516, 549, 500, 739, 778, 496, 474, 493, 526, 608, 760, 773, 455, 491, 527, 574, 602, 725, 797, 449, 467, 550, 556, 612, 803, 888, 487, 590, 


 REPORT ON INVALID DATA
Day, interval, Num of modified periods (1 period = 20 secs)
01-Jan-2011, 00:00, 4 ,
, 04:00, 1 ,
, 04:30, 3 ,
, 05:00, 4 ,
, 05:30, 3 ,
, 06:00, 6 ,
, 06:30, 5 ,
, 07:00, 9 ,
, 07:30, 2 ,
, 08:00, 4 ,
, 08:30, 5 ,
, 09:30, 2 ,
04-Jan-2011, 23:30, 2 ,
05-Jan-2011, 00:00, 4 ,
, 00:30, 9 ,
, 01:00, 8 ,
, 01:30, 13 ,
, 02:00, 9 ,
, 02:30, 22 ,
, 03:00, 21 ,
, 03:30, 10 ,
, 04:00, 8 ,
, 04:30, 3 ,
, 05:00, 1 ,
06-Jan-2011, 00:00, 2 ,
, 00:30, 3 ,
, 01:00, 5 ,
, 01:30, 8 ,
, 02:00, 14 ,
, 02:30, 7 ,
, 03:00, 14 ,
, 03:30, 7 ,
, 04:00, 13 ,
, 04:30, 2 ,
, 22:30, 1 ,
07-Jan-2011, 00:00, 1 ,
, 00:30, 9 ,
, 01:00, 4 ,
, 01:30, 11 ,
, 02:00, 11 ,
, 02:30, 16 ,
, 03:00, 10 ,
, 03:30, 12 ,
, 04:00, 14 ,
, 04:30, 4 ,
, 05:00, 2 ,
08-Jan-2011, 00:30, 1 ,
, 01:00, 3 ,
, 01:30, 4 ,
, 02:00, 3 ,
, 02:30, 11 ,
, 03:00, 5 ,
, 03:30, 6 ,
, 04:00, 10 ,
, 04:30, 14 ,
, 05:00, 5 ,
, 05:30, 1 ,
, 06:00, 3 ,
, 06:30, 1 ,
, 07:00, 1 ,
, 10:30, 2 ,
09-Jan-2011, 01:00, 1 ,
, 02:30, 2 ,
, 03:00, 2 ,
, 03:30, 5 ,
, 04:00, 4 ,
, 04:30, 11 ,
, 05:00, 13 ,
, 05:30, 4 ,
, 06:00, 3 ,
, 06:30, 1 ,
, 07:00, 2 ,
, 23:00, 1 ,
10-Jan-2011, 00:00, 5 ,
, 00:30, 4 ,
, 01:00, 13 ,
, 01:30, 12 ,
, 02:00, 19 ,
, 02:30, 19 ,
, 03:00, 18 ,
, 03:30, 16 ,
, 04:00, 22 ,
, 04:30, 3 ,
, 23:00, 1 ,
11-Jan-2011, 00:30, 4 ,
, 01:00, 6 ,
, 01:30, 13 ,
, 02:00, 14 ,
, 02:30, 15 ,
, 03:00, 19 ,
, 03:30, 12 ,
, 04:00, 18 ,
, 04:30, 3 ,
, 05:00, 2 ,
, 22:30, 1 ,
, 23:30, 2 ,
12-Jan-2011, 00:00, 6 ,
, 00:30, 5 ,
, 01:00, 12 ,
, 01:30, 14 ,
, 02:00, 19 ,
, 02:30, 13 ,
, 03:00, 28 ,
, 03:30, 18 ,
, 04:00, 18 ,
, 04:30, 6 ,
, 05:00, 2 ,
, 05:30, 1 ,
, 11:00, 2 ,
13-Jan-2011, 00:30, 7 ,
, 01:00, 10 ,
, 01:30, 11 ,
, 02:00, 19 ,
, 02:30, 14 ,
, 03:00, 16 ,
, 03:30, 8 ,
, 04:00, 7 ,
, 04:30, 4 ,
, 05:00, 1 ,
, 23:00, 1 ,
14-Jan-2011, 00:30, 1 ,
, 01:00, 5 ,
, 01:30, 14 ,
, 02:00, 7 ,
, 02:30, 9 ,
, 03:00, 6 ,
, 03:30, 14 ,
, 04:00, 8 ,
, 04:30, 5 ,
, 05:00, 1 ,
15-Jan-2011, 01:00, 1 ,
, 01:30, 3 ,
, 02:00, 4 ,
, 02:30, 5 ,
, 03:00, 8 ,
, 03:30, 4 ,
, 04:00, 6 ,
, 04:30, 9 ,
, 05:00, 12 ,
, 05:30, 1 ,
, 06:30, 1 ,
, 07:30, 2 ,
, 12:30, 4 ,
16-Jan-2011, 01:30, 1 ,
, 02:00, 1 ,
, 02:30, 2 ,
, 03:00, 2 ,
, 03:30, 5 ,
, 04:00, 14 ,
, 04:30, 8 ,
, 05:00, 16 ,
, 05:30, 6 ,
, 06:00, 5 ,
, 06:30, 3 ,
, 07:00, 1 ,
, 23:30, 1 ,
17-Jan-2011, 00:00, 1 ,
, 00:30, 10 ,
, 01:00, 11 ,
, 01:30, 26 ,
, 02:00, 18 ,
, 02:30, 22 ,
, 03:00, 22 ,
, 03:30, 21 ,
, 04:00, 15 ,
, 04:30, 4 ,
, 05:00, 1 ,
, 23:30, 1 ,
18-Jan-2011, 00:00, 5 ,
, 00:30, 8 ,
, 01:00, 13 ,
, 01:30, 13 ,
, 02:00, 15 ,
, 02:30, 26 ,
, 03:00, 15 ,
, 03:30, 14 ,
, 04:00, 16 ,
, 04:30, 3 ,
, 23:00, 1 ,
, 23:30, 1 ,
19-Jan-2011, 00:00, 3 ,
, 00:30, 4 ,
, 01:00, 12 ,
, 01:30, 12 ,
, 02:00, 11 ,
, 02:30, 22 ,
, 03:00, 31 ,
, 03:30, 14 ,
, 04:00, 9 ,
, 04:30, 3 ,
, 23:30, 1 ,
20-Jan-2011, 00:00, 2 ,
, 00:30, 2 ,
, 01:00, 10 ,
, 01:30, 9 ,
, 02:00, 13 ,
, 02:30, 13 ,
, 03:00, 12 ,
, 03:30, 20 ,
, 04:00, 8 ,
, 04:30, 6 ,
, 23:30, 1 ,
21-Jan-2011, 00:00, 3 ,
, 00:30, 2 ,
, 01:00, 11 ,
, 01:30, 12 ,
, 02:00, 11 ,
, 02:30, 15 ,
, 03:00, 21 ,
, 03:30, 12 ,
, 04:00, 11 ,
, 04:30, 10 ,
, 05:00, 3 ,
22-Jan-2011, 00:30, 1 ,
, 01:00, 3 ,
, 01:30, 1 ,
, 02:00, 2 ,
, 02:30, 8 ,
, 03:00, 8 ,
, 03:30, 6 ,
, 04:00, 11 ,
, 04:30, 10 ,
, 05:00, 5 ,
23-Jan-2011, 01:00, 1 ,
, 01:30, 1 ,
, 02:00, 2 ,
, 02:30, 2 ,
, 03:00, 6 ,
, 03:30, 5 ,
, 04:00, 6 ,
, 04:30, 21 ,
, 05:00, 10 ,
, 05:30, 4 ,
, 06:00, 4 ,
, 06:30, 1 ,
, 07:00, 1 ,
, 07:30, 1 ,
, 08:00, 1 ,
, 23:30, 1 ,
24-Jan-2011, 00:00, 2 ,
, 00:30, 7 ,
, 01:00, 12 ,
, 01:30, 16 ,
, 02:00, 16 ,
, 02:30, 19 ,
, 03:00, 21 ,
, 03:30, 14 ,
, 04:00, 13 ,
, 04:30, 5 ,
, 23:30, 5 ,
25-Jan-2011, 00:00, 2 ,
, 00:30, 5 ,
, 01:00, 13 ,
, 01:30, 16 ,
, 02:00, 9 ,
, 02:30, 13 ,
, 03:00, 18 ,
, 03:30, 14 ,
, 04:00, 13 ,
, 04:30, 5 ,
, 05:00, 1 ,
26-Jan-2011, 00:30, 6 ,
, 01:00, 9 ,
, 01:30, 13 ,
, 02:00, 17 ,
, 02:30, 25 ,
, 03:00, 25 ,
, 03:30, 18 ,
, 04:00, 19 ,
, 04:30, 3 ,
27-Jan-2011, 00:00, 1 ,
, 00:30, 1 ,
, 01:00, 4 ,
, 01:30, 12 ,
, 02:00, 14 ,
, 02:30, 17 ,
, 03:00, 11 ,
, 03:30, 11 ,
, 04:00, 14 ,
, 04:30, 2 ,
28-Jan-2011, 00:30, 1 ,
, 01:00, 10 ,
, 01:30, 8 ,
, 02:00, 8 ,
, 02:30, 13 ,
, 03:00, 17 ,
, 03:30, 8 ,
, 04:00, 7 ,
, 04:30, 4 ,
, 05:00, 1 ,
29-Jan-2011, 00:30, 1 ,
, 01:00, 1 ,
, 01:30, 1 ,
, 02:00, 5 ,
, 02:30, 4 ,
, 03:00, 6 ,
, 03:30, 3 ,
, 04:00, 7 ,
, 04:30, 8 ,
, 05:00, 10 ,
, 05:30, 1 ,
, 06:00, 1 ,
30-Jan-2011, 00:30, 1 ,
, 01:00, 1 ,
, 02:00, 1 ,
, 02:30, 3 ,
, 03:00, 2 ,
, 03:30, 4 ,
, 04:00, 3 ,
, 04:30, 12 ,
, 05:00, 11 ,
, 05:30, 5 ,
, 06:00, 5 ,
, 06:30, 1 ,
31-Jan-2011, 00:00, 2 ,
, 00:30, 3 ,
, 01:00, 12 ,
, 01:30, 9 ,
, 02:00, 16 ,
, 02:30, 17 ,
, 03:00, 24 ,
, 03:30, 17 ,
, 04:00, 15 ,
, 04:30, 5 ,
, 05:00, 1 ,
